style_key,term,unmapped_reason
Baby/Children || Bag || Accessories || Pink || Solid,pink bag,
Baby/Children || T-shirt || Jersey Basic || Khaki green || Solid,khaki t-shirt,
Baby/Children || T-shirt || Jersey Basic || Pink || Solid,pink t-shirt,
Baby/Children || T-shirt || Jersey Basic || Red || Solid,red t-shirt,
Baby/Children || T-shirt || Jersey Basic || White || All over pattern,white t-shirt,
Baby/Children || T-shirt || Jersey Basic || White || Solid,white t-shirt,
Baby/Children || T-shirt || Jersey Basic || White || Stripe,white t-shirt,
Baby/Children || T-shirt || Jersey Basic || Yellow || Solid,yellow t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Beige || All over pattern,beige t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Black || All over pattern,black t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Black || Front print,black t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Black || Placement print,black t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Black || Sequin,black t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Black || Solid,black t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Blue || All over pattern,blue t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Blue || Front print,blue t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Blue || Melange,blue t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Blue || Placement print,blue t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Blue || Sequin,blue t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Blue || Solid,blue t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Blue || Stripe,blue t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Green || All over pattern,green t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Green || Front print,green t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Green || Placement print,green t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Grey || All over pattern,grey t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Grey || Front print,grey t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Grey || Placement print,grey t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Grey || Sequin,grey t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Khaki green || Front print,khaki t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Orange || Front print,orange t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Pink || All over pattern,pink t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Pink || Front print,pink t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Pink || Solid,pink t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Red || Front print,red t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Red || Placement print,red t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Red || Solid,red t-shirt,
Baby/Children || T-shirt || Jersey Fancy || White || All over pattern,white t-shirt,
Baby/Children || T-shirt || Jersey Fancy || White || Application/3D,white t-shirt,
Baby/Children || T-shirt || Jersey Fancy || White || Front print,white t-shirt,
Baby/Children || T-shirt || Jersey Fancy || White || Placement print,white t-shirt,
Baby/Children || T-shirt || Jersey Fancy || White || Sequin,white t-shirt,
Baby/Children || T-shirt || Jersey Fancy || White || Solid,white t-shirt,
Baby/Children || T-shirt || Jersey Fancy || White || Stripe,white t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Yellow || Front print,yellow t-shirt,
Baby/Children || T-shirt || Jersey Fancy || Yellow || Placement print,yellow t-shirt,
Baby/Children || Tailored Waistcoat || Shirts || Blue || Solid,blue waistcoat,
Baby/Children || Top || Jersey Basic || Black || Solid,black top,
Baby/Children || Top || Jersey Basic || Blue || Solid,blue top,
Baby/Children || Top || Jersey Basic || White || Solid,white top,
Baby/Children || Top || Jersey Fancy || Blue || Front print,blue top,
Baby/Children || Top || Jersey Fancy || Blue || Solid,blue top,
Baby/Children || Top || Jersey Fancy || Grey || All over pattern,grey top,
Baby/Children || Top || Jersey Fancy || Grey || Front print,grey top,
Baby/Children || Top || Jersey Fancy || Pink || Front print,pink top,
Baby/Children || Top || Jersey Fancy || Pink || Solid,pink top,
Baby/Children || Top || Jersey Fancy || White || All over pattern,white top,
Baby/Children || Top || Jersey Fancy || White || Front print,white top,
Baby/Children || Top || Jersey Fancy || White || Placement print,white top,
Baby/Children || Trousers || Jersey Basic || Black || Colour blocking,black trousers,
Baby/Children || Trousers || Jersey Basic || Black || Melange,black trousers,
Baby/Children || Trousers || Jersey Basic || Black || Solid,black trousers,
Baby/Children || Trousers || Jersey Basic || Blue || All over pattern,blue trousers,
Baby/Children || Trousers || Jersey Basic || Blue || Melange,blue trousers,
Baby/Children || Trousers || Jersey Basic || Blue || Solid,blue trousers,
Baby/Children || Trousers || Jersey Basic || Grey || All over pattern,grey trousers,
Baby/Children || Trousers || Jersey Basic || Grey || Melange,grey trousers,
Baby/Children || Trousers || Jersey Basic || Grey || Solid,grey trousers,
Baby/Children || Trousers || Jersey Basic || Khaki green || Solid,khaki trousers,
Baby/Children || Trousers || Jersey Basic || Pink || All over pattern,pink trousers,
Baby/Children || Trousers || Jersey Basic || Pink || Solid,pink trousers,
Baby/Children || Trousers || Jersey Fancy || Black || All over pattern,black trousers,
Baby/Children || Trousers || Jersey Fancy || Black || Placement print,black trousers,
Baby/Children || Trousers || Jersey Fancy || Black || Solid,black trousers,
Baby/Children || Trousers || Jersey Fancy || Black || Treatment,black trousers,
Baby/Children || Trousers || Jersey Fancy || Blue || All over pattern,blue trousers,
Baby/Children || Trousers || Jersey Fancy || Blue || Colour blocking,blue trousers,
Baby/Children || Trousers || Jersey Fancy || Blue || Denim,blue trousers,
Baby/Children || Trousers || Jersey Fancy || Blue || Placement print,blue trousers,
Baby/Children || Trousers || Jersey Fancy || Blue || Solid,blue trousers,
Baby/Children || Trousers || Jersey Fancy || Blue || Stripe,blue trousers,
Baby/Children || Trousers || Jersey Fancy || Blue || Treatment,blue trousers,
Baby/Children || Trousers || Jersey Fancy || Grey || All over pattern,grey trousers,
Baby/Children || Trousers || Jersey Fancy || Grey || Melange,grey trousers,
Baby/Children || Trousers || Jersey Fancy || Grey || Placement print,grey trousers,
Baby/Children || Trousers || Jersey Fancy || Grey || Treatment,grey trousers,
Baby/Children || Trousers || Jersey Fancy || Pink || All over pattern,pink trousers,
Baby/Children || Trousers || Trousers Denim || Black || Denim,black trousers,
Baby/Children || Trousers || Trousers Denim || Black || Solid,black trousers,
Baby/Children || Trousers || Trousers Denim || Blue || Denim,blue trousers,
Baby/Children || Trousers || Trousers Denim || Blue || Solid,blue trousers,
Baby/Children || Trousers || Trousers Denim || Grey || Denim,grey trousers,
Baby/Children || Trousers || Trousers Denim || Grey || Solid,grey trousers,
Baby/Children || Trousers || Trousers Denim || Turquoise || Denim,turquoise trousers,
Baby/Children || Trousers || Trousers Denim || White || Denim,white trousers,
Baby/Children || Trousers || Trousers || Beige || Solid,beige trousers,
Baby/Children || Trousers || Trousers || Black || Solid,black trousers,
Baby/Children || Trousers || Trousers || Black || Treatment,black trousers,
Baby/Children || Trousers || Trousers || Blue || All over pattern,blue trousers,
Baby/Children || Trousers || Trousers || Blue || Other structure,blue trousers,
Baby/Children || Trousers || Trousers || Blue || Solid,blue trousers,
Baby/Children || Trousers || Trousers || Brown || Solid,brown trousers,
Baby/Children || Trousers || Trousers || Grey || Solid,grey trousers,
Baby/Children || Trousers || Trousers || Grey || Treatment,grey trousers,
Baby/Children || Trousers || Trousers || Khaki green || Solid,khaki trousers,
Baby/Children || Trousers || Trousers || Pink || Solid,pink trousers,
Baby/Children || Trousers || Trousers || Red || Solid,red trousers,
Baby/Children || Trousers || Trousers || White || Solid,white trousers,
Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Beige || Solid,beige trousers,
Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Black || Denim,black trousers,
Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Blue || Denim,blue trousers,
Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Blue || Solid,blue trousers,
Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Brown || Solid,brown trousers,
Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Grey || Melange,grey trousers,
Baby/Children || Underwear Tights || Socks and Tights || Beige || Solid,beige tights,
Baby/Children || Underwear Tights || Socks and Tights || Black || Other pattern,black tights,
Baby/Children || Underwear Tights || Socks and Tights || Black || Solid,black tights,
Baby/Children || Underwear Tights || Socks and Tights || Blue || Solid,blue tights,
Baby/Children || Underwear Tights || Socks and Tights || Grey || Other pattern,grey tights,
Baby/Children || Underwear Tights || Socks and Tights || Pink || Solid,pink tights,
Baby/Children || Underwear Tights || Socks and Tights || Red || Solid,red tights,
Baby/Children || Underwear Tights || Socks and Tights || White || Solid,white tights,
"Baby/Children || Underwear bottom || Under-, Nightwear || Black || Mixed solid/pattern",black underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Black || Solid",black underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Blue || All over pattern",blue underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Blue || Mixed solid/pattern",blue underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Blue || Solid",blue underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Blue || Stripe",blue underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Green || Solid",green underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Grey || Mixed solid/pattern",grey underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Pink || All over pattern",pink underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Pink || Mixed solid/pattern",pink underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Pink || Solid",pink underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Red || All over pattern",red underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || Turquoise || All over pattern",turquoise underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || White || Mixed solid/pattern",white underwear,
"Baby/Children || Underwear bottom || Under-, Nightwear || White || Solid",white underwear,
Baby/Children || Vest top || Jersey Basic || Black || Solid,black vest top,
Baby/Children || Vest top || Jersey Basic || Blue || Stripe,blue vest top,
Baby/Children || Vest top || Jersey Basic || Grey || Melange,grey vest top,
Baby/Children || Vest top || Jersey Basic || White || Solid,white vest top,
Baby/Children || Vest top || Jersey Fancy || Black || Front print,black vest top,
Baby/Children || Vest top || Jersey Fancy || Blue || Front print,blue vest top,
Baby/Children || Vest top || Jersey Fancy || White || All over pattern,white vest top,
Baby/Children || Vest top || Jersey Fancy || White || Front print,white vest top,
"Baby/Children || Vest top || Under-, Nightwear || Pink || Solid",pink vest top,
"Baby/Children || Vest top || Under-, Nightwear || White || Solid",white vest top,
Divided || Bag || Accessories || Beige || Solid,beige bag,
Divided || Bag || Accessories || Black || All over pattern,black bag,
Divided || Bag || Accessories || Black || Solid,black bag,
Divided || Bag || Accessories || Brown || Solid,brown bag,
Divided || Bag || Accessories || Grey || Solid,grey bag,
Divided || Bag || Accessories || Mole || Solid,,colour unmapped
Divided || Bag || Accessories || Pink || All over pattern,pink bag,
Divided || Bag || Accessories || Pink || Solid,pink bag,
Divided || Bag || Accessories || White || Solid,white bag,
Divided || Bag || Accessories || Yellow || Solid,yellow bag,
Divided || Ballerinas || Shoes || Black || Solid,black ballet flats,
Divided || Belt || Accessories || Black || Solid,black belt,
Divided || Bikini top || Swimwear || Black || Solid,black bikini top,
Divided || Blazer || Outdoor || Black || All over pattern,black blazer,
Divided || Blazer || Outdoor || Black || Check,black blazer,
Divided || Blazer || Outdoor || Black || Jacquard,black blazer,
Divided || Blazer || Outdoor || Black || Solid,black blazer,
Divided || Blazer || Outdoor || Pink || Solid,pink blazer,
Divided || Blouse || Blouses || Beige || All over pattern,beige blouse,
Divided || Blouse || Blouses || Black || All over pattern,black blouse,
Divided || Blouse || Blouses || Black || Check,black blouse,
Divided || Blouse || Blouses || Black || Embroidery,black blouse,
Divided || Blouse || Blouses || Black || Lace,black blouse,
Divided || Blouse || Blouses || Black || Solid,black blouse,
Divided || Blouse || Blouses || Black || Stripe,black blouse,
Divided || Blouse || Blouses || Blue || All over pattern,blue blouse,
Divided || Blouse || Blouses || Blue || Solid,blue blouse,
Divided || Blouse || Blouses || Blue || Stripe,blue blouse,
Divided || Blouse || Blouses || Green || All over pattern,green blouse,
Divided || Blouse || Blouses || Green || Solid,green blouse,
Divided || Blouse || Blouses || Pink || All over pattern,pink blouse,
Divided || Blouse || Blouses || Pink || Embroidery,pink blouse,
Divided || Blouse || Blouses || Pink || Solid,pink blouse,
Divided || Blouse || Blouses || Red || All over pattern,red blouse,
Divided || Blouse || Blouses || Red || Solid,red blouse,
Divided || Blouse || Blouses || Turquoise || All over pattern,turquoise blouse,
Divided || Blouse || Blouses || Turquoise || Solid,turquoise blouse,
Divided || Blouse || Blouses || White || All over pattern,white blouse,
Divided || Blouse || Blouses || White || Embroidery,white blouse,
Divided || Blouse || Blouses || White || Lace,white blouse,
Divided || Blouse || Blouses || White || Solid,white blouse,
Divided || Blouse || Blouses || Yellow || All over pattern,yellow blouse,
Divided || Blouse || Blouses || Yellow || Solid,yellow blouse,
Divided || Blouse || Unknown || Black || All over pattern,black blouse,
Divided || Blouse || Unknown || Black || Solid,black blouse,
Divided || Blouse || Unknown || White || Solid,white blouse,
Divided || Bodysuit || Jersey Fancy || Black || Solid,black bodysuit,
Divided || Boots || Shoes || Black || Solid,black boots,
Divided || Boots || Shoes || Brown || Solid,brown boots,
Divided || Cap/peaked || Accessories || Black || Solid,black cap,
Divided || Cap/peaked || Accessories || Pink || Solid,pink cap,
Divided || Cardigan || Jersey Fancy || Black || Solid,black cardigan,
